"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"88","Justin Holl","DET","D","73","983.15","2","6","5","1","8","24.24","40","5.00","1.77","106","76","26","5","5","8","14","7","7","0","0","2","63","8","32","152","62","0","0","-"
"217","Tyler Motte","DET","C","55","526.56666666667","4","4","3","1","8","57.14","62","6.45","6.71","127","90","64","32","9","5","6","3","3","0","0","9","29","13","72","54","36","53","75","41.41"
"227","Anthony Duclair","NYI","L","44","566.03333333333","4","4","4","0","8","47.06","51","7.84","5.24","95","72","50","28","3","6","10","5","5","0","0","10","39","9","26","36","21","0","1","0.00"
"230","Miles Wood","COL","L","37","392.76666666667","4","4","1","3","8","61.54","59","6.78","6.72","120","91","61","36","5","9","48","17","14","2","1","11","25","6","48","37","13","2","5","28.57"
"301","Justin Kirkland","CGY","C","21","179.55","2","6","4","2","8","80.00","9","22.22","1.1","21","17","8","5","0","2","11","4","3","1","0","4","6","3","44","18","16","51","62","45.13"
"339","Jordan Greenway","BUF","L","34","400.05","3","5","4","1","8","44.44","35","8.57","4.86","83","65","41","22","6","6","39","11","7","3","1","13","22","6","91","31","14","3","16","15.79"
"402","Kevin Rooney","CGY","C","70","517.85","4","4","1","3","8","50.00","45","8.89","4.9","89","66","46","29","7","6","12","6","6","0","0","10","27","8","105","68","27","150","166","47.47"
"430","Joshua Mahura","SEA","D","64","828.08333333333","0","8","4","4","8","24.24","57","0.00","2.17","132","86","25","4","4","12","18","9","9","0","0","3","39","10","87","129","47","0","0","-"
"438","Dennis Cholowski","N.J, NYI","D","39","451","3","5","2","3","8","47.06","27","11.11","0.85","59","36","15","4","3","5","10","5","5","0","0","0","36","7","5","31","32","0","0","-"
"447","Jacob Moverare","L.A","D","49","567.16666666667","1","7","2","5","8","30.77","28","3.57","0.97","74","42","18","2","6","10","10","5","5","0","0","1","24","7","31","83","59","0","0","-"
"521","Jan Rutta","S.J","D","54","820.91666666667","2","6","2","4","8","28.57","50","4.00","1.58","145","77","27","6","5","16","24","12","12","0","0","5","51","9","39","85","64","0","0","-"
"552","Isac Lundestrom","ANA","C","79","825.83333333333","3","5","3","2","8","42.11","50","6.00","6.33","92","77","56","33","1","15","10","5","5","0","0","9","23","13","43","52","48","306","305","50.08"
"574","Adam Boqvist","FLA, NYI","D","35","407.08333333333","3","5","2","3","8","47.06","29","10.34","1.49","77","45","27","3","2","3","8","4","4","0","0","1","20","4","12","31","17","0","0","-"
"578","Jacob Bernard-Docker","BUF, OTT","D","40","530.06666666667","2","6","3","3","8","32.00","32","6.25","1.09","93","56","27","1","3","4","17","7","6","1","0","4","22","3","29","68","50","0","0","-"
"579","Jakub Lauko","BOS, MIN","C","56","543.4","3","5","2","3","8","66.67","39","7.69","3.82","83","64","43","18","5","6","47","16","11","5","0","11","25","6","116","49","32","1","7","12.50"
"586","Connor Dewar","PIT, TOR","C","48","472.61666666667","3","5","0","5","8","72.73","51","5.88","6.46","100","68","58","31","6","13","14","4","2","2","0","9","36","6","123","45","28","37","55","40.22"
"607","Jake Christiansen","CBJ","D","68","803.25","1","7","4","3","8","20.51","56","1.79","1.91","131","86","33","2","4","12","11","4","3","1","0","1","47","7","49","95","62","0","0","-"
"639","John Beecher","BOS","C","78","746.55","2","6","5","1","8","40.00","37","5.41","4.15","86","67","46","17","7","8","22","11","11","0","0","11","43","12","83","70","50","242","215","52.95"
"666","Albert Johansson","DET","D","61","948.75","3","5","1","4","8","27.59","47","6.38","2.1","129","72","34","1","6","7","30","11","10","0","1","10","53","14","65","118","70","0","0","-"
"685","Marc Del Gaizo","NSH","D","46","707.11666666667","2","6","4","2","8","30.77","71","2.82","2.7","147","93","45","7","3","14","21","9","8","1","0","2","38","19","69","71","48","0","0","-"
"754","Matt Rempe","NYR","C","42","355.73333333333","3","5","2","3","8","53.33","30","10.00","4.35","59","48","38","23","4","7","67","22","16","5","1","14","8","4","117","53","14","2","10","16.67"
"781","Nolan Allan","CHI","D","43","599.06666666667","1","7","3","4","8","42.11","17","5.88","1.01","64","33","22","6","5","3","16","8","8","0","0","0","22","8","59","89","40","0","0","-"
"868","Nick Blankenburg","NSH","D","60","927.81666666667","2","6","2","4","8","23.53","70","2.86","4.22","167","104","58","16","7","19","16","8","8","0","0","10","44","17","44","115","58","0","0","-"
"16","Jeff Petry","DET","D","44","750.9","1","6","3","3","7","28.00","32","3.13","1.49","102","54","31","6","4","13","16","8","8","0","0","3","47","16","45","75","67","0","0","-"
"38","Luke Schenn","NSH, WPG","D","76","1096.65","1","6","2","4","7","20.00","72","1.39","3.73","190","105","50","12","7","20","45","15","10","5","0","8","59","15","292","100","91","0","0","-"
"61","Calvin de Haan","COL, NYR","D","47","647.58333333333","0","7","4","3","7","30.43","50","0.00","1.87","144","85","33","6","10","11","8","4","4","0","0","3","35","7","67","41","52","0","0","-"
"135","Scott Mayfield","NYI","D","66","986.28333333333","2","5","2","3","7","15.56","49","4.08","2.46","147","84","37","11","4","12","27","12","11","1","0","12","58","25","85","78","82","0","0","-"
"191","Jimmy Vesey","COL, NYR","L","43","442.81666666667","5","2","2","0","7","58.33","36","13.89","3.84","75","57","34","15","5","5","0","0","0","0","0","4","23","7","32","9","12","3","12","20.00"
"197","Brock McGinn","ANA","L","26","257.75","4","3","2","1","7","63.64","26","15.38","3.44","44","34","27","21","1","4","0","0","0","0","0","7","8","5","59","12","24","0","6","0.00"
"205","Vinnie Hinostroza","MIN, NSH","C","38","446.76666666667","2","5","1","4","7","43.75","34","5.88","3.51","83","62","33","21","3","6","10","5","5","0","0","5","30","8","40","42","12","5","10","33.33"
"266","Joel Hanley","CGY","D","53","882.73333333333","1","6","1","5","7","20.59","40","2.50","1.55","126","77","34","2","5","8","19","8","7","1","0","6","63","6","54","107","76","0","0","-"
"273","Tomas Nosek","FLA","L","59","509.28333333333","0","7","5","2","7","46.67","45","0.00","6.9","112","78","64","37","7","15","10","5","5","0","0","7","20","5","82","58","22","211","187","53.02"
"278","Haydn Fleury","WPG","D","39","551.13333333333","0","7","4","3","7","53.85","36","0.00","1.15","101","55","26","0","3","7","6","3","3","0","0","0","36","3","45","69","44","0","0","-"
"310","Sam Lafferty","BUF","C","60","555.21666666667","4","3","1","2","7","63.64","48","8.33","4.27","90","65","42","21","4","10","26","13","13","0","0","8","22","5","83","51","16","71","70","50.35"
"347","Christian Fischer","CBJ, DET","R","46","474.83333333333","1","6","3","3","7","63.64","31","3.23","3.64","65","47","33","15","3","4","9","3","2","1","0","9","15","3","92","34","16","8","5","61.54"
"356","Parker Wotherspoon","BOS","D","55","885.23333333333","1","6","5","1","7","25.00","43","2.33","1.06","99","61","23","1","5","6","10","5","5","0","0","8","61","15","63","93","55","0","0","-"
"441","Jake Bean","CGY","D","64","922.9","2","5","2","3","7","24.14","70","2.86","2.86","167","109","40","7","5","14","8","4","4","0","0","4","46","24","22","84","41","0","0","-"
"444","Nathan Bastian","N.J","R","59","585.45","2","5","3","2","7","63.64","41","4.88","5.67","76","56","45","27","7","6","31","10","8","1","1","9","23","2","134","60","24","6","17","26.09"
"450","Troy Stecher","EDM","D","66","860.3","3","4","3","1","7","25.93","54","5.56","2.05","132","80","31","5","9","10","25","10","9","1","0","3","48","11","34","113","65","0","0","-"
"513","Erik Brannstrom","VAN","D","28","369.61666666667","3","4","3","1","7","50.00","31","9.68","0.99","73","45","12","0","4","3","17","7","6","1","0","7","25","6","12","41","36","0","0","-"
"525","Jacob Bryson","BUF","D","48","631.13333333333","0","7","5","2","7","26.92","20","0.00","1.19","54","29","17","2","0","5","10","5","5","0","0","3","33","8","13","80","46","0","0","-"
"566","Rasmus Kupari","WPG","C","59","535.4","4","3","3","0","7","58.33","49","8.16","4.79","95","72","42","25","5","5","16","7","7","0","0","9","29","6","77","55","27","219","190","53.55"
"567","Ty Dellandrea","S.J","C","68","712.51666666667","1","6","2","4","7","53.85","45","2.22","6.31","111","82","68","28","5","12","59","25","22","3","0","13","31","8","161","89","39","181","173","51.13"
"600","Scott Perunovich","NYI, STL","D","35","502.9","2","5","3","2","7","29.17","17","11.76","0.72","39","25","13","2","1","3","10","5","5","0","0","4","28","9","15","38","34","0","0","-"
"667","Vladislav Kolyachonok","PIT, UTA","D","35","439.48333333333","2","5","3","2","7","53.85","20","10.00","1","57","33","15","3","1","5","10","4","4","0","0","0","32","5","27","43","27","0","0","-"
"672","Cole Schwindt","VGK","R","42","375.65","0","7","2","5","7","50.00","31","0.00","4.24","66","49","40","16","0","10","0","0","0","0","0","9","20","6","41","36","15","105","104","50.24"
"728","Jack Thompson","S.J","D","31","427.28333333333","4","3","2","1","7","53.85","36","11.11","1.23","87","55","24","8","4","9","10","5","5","0","0","0","35","5","12","42","51","0","0","-"
"731","Hendrix Lapierre","WSH","C","27","244.45","0","7","3","4","7","100.00","17","0.00","2.45","36","27","22","12","0","3","4","2","2","0","0","5","16","5","13","24","14","39","59","39.80"
"737","Shakir Mukhamadullin","S.J","D","30","473.03333333333","2","5","2","3","7","53.85","28","7.14","1.58","78","48","29","7","2","8","8","4","4","0","0","3","33","5","25","46","38","0","0","-"
"749","Artem Zub","OTT","D","56","950.16666666667","1","6","2","4","7","21.21","51","1.96","1.85","127","76","33","7","7","9","32","16","16","0","0","9","44","14","52","74","86","0","0","-"
"783","Colton Dach","CHI","C","25","285.11666666667","2","5","2","3","7","58.33","21","9.52","2.9","41","33","22","14","2","4","17","7","6","1","0","8","12","11","83","26","12","7","5","58.33"
"789","Samuel Helenius","L.A","C","50","428.4","4","3","1","2","7","63.64","29","13.79","3.1","64","48","32","16","1","5","25","8","5","3","0","4","22","4","150","30","16","129","147","46.74"
"829","Luca Del Bel Belluz","CBJ","C","15","185.61666666667","2","5","3","2","7","58.33","15","13.33","1.36","27","20","12","7","0","4","0","0","0","0","0","0","8","3","4","16","12","62","82","43.06"
"880","Max Sasson","VAN","C","29","294.55","3","4","4","0","7","63.64","31","9.68","3.17","45","36","21","14","1","4","0","0","0","0","0","2","11","6","18","30","13","47","61","43.52"
"7","Jack Johnson","CBJ","D","41","458.36666666667","0","6","2","4","6","33.33","23","0.00","0.8","59","37","10","2","0","5","2","1","1","0","0","1","16","6","17","35","29","0","0","-"
"44","Travis Hamonic","OTT","D","59","886.78333333333","1","5","0","5","6","31.58","69","1.45","2.59","184","115","55","6","11","16","15","6","5","1","0","6","58","16","72","91","77","0","0","-"
"82","Justin Dowling","N.J","C","52","519.96666666667","1","5","2","3","6","54.55","31","3.23","3.6","82","58","40","18","3","9","6","3","3","0","0","3","29","14","51","56","22","152","161","48.56"
"92","Jon Merrill","MIN","D","70","912.76666666667","2","4","2","2","6","20.69","46","4.35","1.92","110","78","25","4","3","6","18","9","9","0","0","2","63","14","38","112","79","0","0","-"
"161","Barclay Goodrow","S.J","C","77","851.91666666667","3","3","2","1","6","42.86","62","4.84","7.29","120","94","66","35","7","14","67","22","15","7","0","13","44","21","145","61","46","73","73","50.00"
"165","Hampus Lindholm","BOS","D","17","238.31666666667","3","3","1","2","6","54.55","24","12.50","0.9","57","33","12","3","1","6","4","2","2","0","0","2","23","14","5","30","10","0","0","-"
"167","Phillip Di Giuseppe","VAN","L","20","212.86666666667","1","5","2","3","6","75.00","20","5.00","1.51","35","25","16","8","2","5","4","2","2","0","0","2","4","1","51","11","5","0","4","0.00"
"175","Zemgus Girgensons","T.B","C","82","822.1","2","4","4","0","6","42.86","77","2.60","8.9","147","114","94","40","9","12","45","11","5","5","1","18","25","9","168","138","36","60","66","47.62"
"344","Jansen Harkins","ANA","C","62","570.45","2","4","1","3","6","50.00","43","4.65","3.85","82","59","38","14","4","13","19","8","7","1","0","15","37","13","128","41","31","77","74","50.99"
"375","Dennis Gilbert","BUF, OTT","D","29","290.31666666667","0","6","2","4","6","42.86","9","0.00","0.34","30","17","12","0","2","6","50","15","10","4","1","11","13","6","60","40","35","0","0","-"
"382","Derek Ryan","EDM","C","36","320.63333333333","1","5","2","3","6","66.67","20","5.00","2.18","42","31","27","10","0","2","12","5","5","0","0","2","11","9","25","29","20","134","85","61.19"
"437","Noah Gregor","OTT, S.J","L","52","525.85","3","3","2","1","6","85.71","56","5.36","5.13","135","98","54","24","8","7","26","10","8","2","0","8","17","6","90","39","30","4","3","57.14"
"494","Klim Kostin","S.J","C","35","336.25","1","5","2","3","6","60.00","26","3.85","3.16","46","38","34","16","1","7","25","11","10","1","0","10","25","4","109","28","17","3","6","33.33"
"517","Nick DeSimone","UTA","D","20","299.16666666667","1","5","2","3","6","54.55","23","4.35","1.2","48","35","16","2","2","5","0","0","0","0","0","0","25","5","13","33","11","0","0","-"
"538","Sean Durzi","UTA","D","30","517.51666666667","2","4","2","2","6","26.09","31","6.45","1.81","107","53","31","9","3","8","17","7","6","1","0","5","42","10","15","56","41","0","0","-"
"589","Tyler Tucker","STL","D","38","515.48333333333","3","3","1","2","6","35.29","33","9.09","1.08","97","51","27","1","6","12","53","16","9","7","0","10","28","13","78","80","35","0","0","-"
"592","David Gustafsson","WPG","C","36","312.88333333333","2","4","2","2","6","40.00","30","6.67","3.15","56","45","21","15","0","4","7","2","1","1","0","2","7","2","19","52","18","92","87","51.40"
"686","Nikita Nesterenko","ANA","C","20","203.05","4","2","2","0","6","75.00","20","20.00","2.69","40","31","27","15","3","4","2","1","1","0","0","2","7","2","46","8","7","0","3","0.00"
"739","Landon Slaggert","CHI","L","33","379.08333333333","2","4","4","0","6","54.55","31","6.45","4.19","56","43","44","28","3","7","23","9","8","1","0","4","10","9","25","29","13","0","0","-"
"741","Wyatt Kaiser","CHI","D","57","923.05","3","3","2","1","6","18.75","62","4.84","2.03","120","84","34","2","5","10","12","6","6","0","0","8","55","22","48","131","81","0","0","-"
"753","Mikael Pyyhtia","CBJ","L","47","489.3","3","3","3","0","6","46.15","28","10.71","2.11","65","39","28","11","5","7","6","3","3","0","0","1","23","8","23","40","32","2","1","66.67"
"759","Nils Aman","VAN","C","19","193.48333333333","1","5","1","4","6","85.71","8","12.50","1.37","20","13","15","7","0","3","2","1","1","0","0","1","3","3","22","16","2","26","46","36.11"
"774","Scott Morrow","CAR","D","14","209.8","1","5","2","3","6","42.86","22","4.55","1.18","59","34","22","2","4","5","0","0","0","0","0","1","20","5","3","17","15","0","0","-"
"872","Ethen Frank","WSH","C","24","244.41666666667","4","2","1","1","6","54.55","23","17.39","2.34","39","33","24","14","4","3","6","2","2","0","0","5","8","5","11","16","16","0","1","0.00"
"876","Victor Mancini","NYR, VAN","D","31","456.61666666667","1","5","1","4","6","50.00","26","3.85","1.35","69","43","16","4","3","5","10","5","5","0","0","2","27","3","37","56","40","0","0","-"
"910","Collin Graf","S.J","R","33","401.5","3","3","1","2","6","40.00","28","10.71","3.06","48","42","32","19","0","2","6","3","3","0","0","3","12","5","17","18","12","3","5","37.50"
"24","Brendan Smith","DAL","D","32","388.15","0","5","2","3","5","38.46","26","0.00","1.93","79","47","29","9","8","8","33","12","9","3","0","10","27","7","37","49","22","0","0","-"
"63","Nick Leddy","STL","D","31","545.15","2","3","1","2","5","17.24","21","9.52","0.71","50","29","14","2","1","8","2","1","1","0","0","3","43","11","5","28","25","0","0","-"
"87","Calle Jarnkrok","TOR","C","19","224.85","0","5","3","2","5","71.43","8","0.00","1.42","24","16","17","8","0","3","4","2","2","0","0","2","4","1","15","21","8","2","5","28.57"
"162","Luke Glendening","T.B","C","77","684.58333333333","3","2","2","0","5","41.67","43","6.98","5.64","86","65","48","29","4","7","10","5","5","0","0","6","17","5","102","71","45","405","286","58.61"
"189","Devin Shore","MIN","C","55","463.13333333333","1","4","2","2","5","71.43","41","2.44","4.24","76","60","41","19","1","4","6","3","3","0","0","4","13","7","75","48","35","51","52","49.51"
"261","Curtis Lazar","N.J","C","48","450.1","2","3","2","1","5","62.50","23","8.70","2.41","47","36","22","12","4","3","14","7","7","0","0","7","10","3","99","44","15","180","172","51.14"
"262","Anthony Mantha","CGY","R","13","153.7","2","3","2","1","5","62.50","13","15.38","1.74","28","23","15","9","4","3","9","3","2","1","0","2","5","3","13","8","8","3","6","33.33"
"321","Matthew Highmore","OTT","C","41","397.98333333333","1","4","3","1","5","62.50","30","3.33","3.46","62","50","30","17","2","11","10","5","5","0","0","10","20","4","49","42","18","5","13","27.78"
"346","Oliver Kylington","ANA, COL","D","19","225.3","1","4","4","0","5","71.43","6","16.67","0.42","30","12","7","0","2","3","8","4","4","0","0","0","14","4","3","16","17","0","0","-"
"398","Rodrigo Abols","PHI","C","22","200.96666666667","2","3","1","2","5","71.43","25","8.00","3.31","48","35","29","15","2","5","4","2","2","0","0","2","14","4","25","18","12","63","46","57.80"
"475","Vinni Lettieri","BOS","C","26","318.48333333333","3","2","2","0","5","62.50","43","6.98","4.75","79","67","41","17","5","10","6","3","3","0","0","4","5","10","60","22","15","11","10","52.38"
"476","Juuso Valimaki","UTA","D","43","638","2","3","2","1","5","21.74","36","5.56","2.39","104","58","30","10","4","7","14","7","7","0","0","10","39","8","22","95","41","0","0","-"
"544","Oliver Wahlstrom","BOS, NYI","R","43","396.86666666667","3","2","1","1","5","71.43","46","6.52","4.13","91","60","43","20","2","4","35","9","5","3","1","7","10","5","34","30","29","6","2","75.00"
"577","Nils Lundkvist","DAL","D","39","565.25","0","5","3","2","5","25.00","48","0.00","1.73","140","76","41","1","1","10","20","10","10","0","0","2","31","6","23","74","33","0","0","-"
"581","Jordan Harris","CBJ","D","33","367.06666666667","1","4","3","1","5","35.71","14","7.14","0.6","37","24","9","1","2","7","6","3","3","0","0","4","16","4","23","64","34","0","0","-"
"819","Arber Xhekaj","MTL","D","70","941.05","1","4","2","2","5","17.86","67","1.49","2.68","170","104","35","5","6","14","116","37","28","6","3","18","57","15","167","77","55","0","0","-"
"827","Seamus Casey","N.J","D","14","157.36666666667","2","3","2","1","5","62.50","10","20.00","0.33","22","12","10","1","1","2","0","0","0","0","0","2","15","2","9","18","7","0","0","-"
"832","Isaiah George","NYI","D","33","499.66666666667","1","4","0","4","5","29.41","26","3.85","0.63","72","35","22","2","3","5","6","3","3","0","0","0","26","6","14","81","32","0","0","-"
"878","Ivan Ivan","COL","C","40","348.31666666667","3","2","0","2","5","41.67","25","12.00","3.42","51","39","36","18","5","6","6","3","3","0","0","1","19","1","12","22","9","53","78","40.46"
"106","Erik Gudbranson","CBJ","D","16","238.06666666667","0","4","1","3","4","25.00","11","0.00","0.31","39","16","6","0","0","3","6","3","3","0","0","1","16","3","24","25","15","0","0","-"
"117","John Klingberg","EDM","D","11","181.06666666667","1","3","1","2","4","50.00","19","5.26","0.92","39","26","9","3","1","3","8","4","4","0","0","0","14","1","5","21","13","0","0","-"
"222","Hudson Fasching","NYI","R","43","463.56666666667","2","2","1","1","4","44.44","50","4.00","6.18","88","69","50","32","3","16","6","3","3","0","0","4","27","9","28","43","17","2","8","20.00"
"233","Ryan Graves","PIT","D","61","808.31666666667","1","3","0","3","4","19.05","39","2.56","1.47","132","71","33","1","4","6","29","9","7","1","1","10","56","18","69","72","56","0","0","-"
"263","Ross Johnston","ANA","L","43","372.53333333333","1","3","2","1","4","57.14","9","11.11","1.47","31","21","18","15","1","5","72","22","16","4","2","10","18","3","134","25","20","0","2","0.00"
"338","Anthony Richard","PHI","C","15","157.68333333333","1","3","3","0","4","57.14","14","7.14","1.11","30","25","15","4","1","3","0","0","0","0","0","2","4","2","8","8","7","0","2","0.00"
"364","Daniel Sprong","N.J, SEA, VAN","R","30","304.93333333333","1","3","2","1","4","33.33","40","2.50","2.64","81","60","25","6","3","5","2","1","1","0","0","2","14","4","31","24","4","0","4","0.00"
"386","Ryan Shea","PIT","D","39","579.75","2","2","2","0","4","23.53","19","10.53","0.8","64","37","17","0","4","5","10","5","5","0","0","3","32","13","20","60","43","0","0","-"
"399","Philippe Myers","TOR","D","36","540.85","2","2","0","2","4","22.22","46","4.35","1.5","121","71","29","1","1","2","15","6","5","1","0","3","44","11","75","58","34","0","0","-"
"479","Jonah Gadjovich","FLA","L","42","344.83333333333","4","0","0","0","4","57.14","42","9.52","5.74","88","69","46","24","3","12","50","12","5","6","1","12","4","2","123","27","21","3","2","60.00"
"529","Olle Lycksell","PHI","R","19","207.01666666667","0","4","3","1","4","100.00","9","0.00","1.86","33","23","19","8","0","1","2","1","1","0","0","2","15","4","9","10","5","2","2","50.00"
"593","Linus Karlsson","VAN","C","23","228.66666666667","2","2","2","0","4","40.00","23","8.70","4.47","49","37","34","23","0","9","6","3","3","0","0","3","6","3","27","27","8","0","3","0.00"
"643","Arthur Kaliyev","NYR","R","14","152.65","3","1","1","0","4","57.14","21","14.29","1.89","33","27","16","8","1","2","2","1","1","0","0","0","4","0","7","10","2","0","0","-"
"688","Louis Crevier","CHI","D","32","495.43333333333","3","1","0","1","4","22.22","27","11.11","0.92","71","45","16","2","5","5","10","5","5","0","0","2","27","4","65","57","46","0","0","-"
